           0   3.00000000    
           1   2.11538458    
           2   1.60424781    
           3   1.37742150    
           4   1.32713318    
           5   1.32472336    
           6   1.32471800    
           7   1.32471800    
           8   1.32471800    
           9   1.32471800    
          10   1.32471800    
          11   1.32471800    
          12   1.32471800    
          13   1.32471800    
          14   1.32471800    
          15   1.32471800    
          16   1.32471800    
          17   1.32471800    
          18   1.32471800    
          19   1.32471800    
          20   1.32471800    
          21   1.32471800    
          22   1.32471800    
          23   1.32471800    
          24   1.32471800    
          25   1.32471800    
          26   1.32471800    
          27   1.32471800    
          28   1.32471800    
          29   1.32471800    
          30   1.32471800    
          31   1.32471800    
          32   1.32471800    
          33   1.32471800    
          34   1.32471800    
          35   1.32471800    
          36   1.32471800    
          37   1.32471800    
          38   1.32471800    
          39   1.32471800    
          40   1.32471800    
          41   1.32471800    
          42   1.32471800    
          43   1.32471800    
          44   1.32471800    
          45   1.32471800    
          46   1.32471800    
          47   1.32471800    
          48   1.32471800    
          49   1.32471800    
          50   1.32471800    
          51   1.32471800    
          52   1.32471800    
          53   1.32471800    
          54   1.32471800    
          55   1.32471800    
          56   1.32471800    
          57   1.32471800    
          58   1.32471800    
          59   1.32471800    
          60   1.32471800    
          61   1.32471800    
          62   1.32471800    
          63   1.32471800    
          64   1.32471800    
          65   1.32471800    
          66   1.32471800    
          67   1.32471800    
          68   1.32471800    
          69   1.32471800    
          70   1.32471800    
          71   1.32471800    
          72   1.32471800    
          73   1.32471800    
          74   1.32471800    
          75   1.32471800    
          76   1.32471800    
          77   1.32471800    
          78   1.32471800    
          79   1.32471800    
          80   1.32471800    
          81   1.32471800    
          82   1.32471800    
          83   1.32471800    
          84   1.32471800    
          85   1.32471800    
          86   1.32471800    
          87   1.32471800    
          88   1.32471800    
          89   1.32471800    
          90   1.32471800    
          91   1.32471800    
          92   1.32471800    
          93   1.32471800    
          94   1.32471800    
          95   1.32471800    
          96   1.32471800    
          97   1.32471800    
          98   1.32471800    
          99   1.32471800    
         100   1.32471800    
